sale_date,year,quarter,month,weekday_name,branch,city,product_line,customer_segment,payment_method,sales_count,total_quantity,revenue,gross_income,avg_check,avg_rating
2019-02-03,2019,1,2,Sunday   ,A,Yangon,Fashion accessories,Normal,Cash,1,5,404.3550,19.2550,404.3550000000000000,5.5000000000000000
2019-02-03,2019,1,2,Sunday   ,A,Yangon,Food and beverages,Member,Ewallet,1,10,708.2250,33.7250,708.2250000000000000,4.2000000000000000
2019-02-03,2019,1,2,Sunday   ,A,Yangon,Food and beverages,Normal,Credit card,1,5,143.2200,6.8200,143.2200000000000000,8.6000000000000000
2019-02-03,2019,1,2,Sunday   ,A,Yangon,Home and lifestyle,Member,Cash,2,17,1461.5580,69.5980,730.7790000000000000,5.7500000000000000
2019-02-03,2019,1,2,Sunday   ,B,Mandalay,Fashion accessories,Member,Ewallet,1,1,56.4690,2.6890,56.4690000000000000,4.7000000000000000
2019-02-03,2019,1,2,Sunday   ,B,Mandalay,Food and beverages,Member,Credit card,1,5,247.5900,11.7900,247.5900000000000000,6.0000000000000000
2019-02-03,2019,1,2,Sunday   ,B,Mandalay,Sports and travel,Member,Credit card,1,1,77.6685,3.6985,77.6685000000000000,5.4000000000000000
2019-02-03,2019,1,2,Sunday   ,B,Mandalay,Sports and travel,Member,Ewallet,1,9,520.4115,24.7815,520.4115000000000000,10.0000000000000000
2019-02-03,2019,1,2,Sunday   ,B,Mandalay,Sports and travel,Normal,Cash,1,3,135.3555,6.4455,135.3555000000000000,9.3000000000000000
2019-02-03,2019,1,2,Sunday   ,C,Naypyitaw,Food and beverages,Member,Cash,1,7,671.7900,31.9900,671.7900000000000000,9.5000000000000000
2019-02-03,2019,1,2,Sunday   ,C,Naypyitaw,Food and beverages,Normal,Cash,1,5,212.7300,10.1300,212.7300000000000000,4.5000000000000000
2019-02-03,2019,1,2,Sunday   ,C,Naypyitaw,Sports and travel,Normal,Cash,1,4,310.5900,14.7900,310.5900000000000000,6.1000000000000000
2019-02-03,2019,1,2,Sunday   ,C,Naypyitaw,Sports and travel,Normal,Credit card,1,10,517.9650,24.6650,517.9650000000000000,9.4000000000000000
2019-02-04,2019,1,2,Monday   ,A,Yangon,Electronic accessories,Member,Cash,2,8,260.9145,12.4245,130.4572500000000000,7.7500000000000000
2019-02-04,2019,1,2,Monday   ,A,Yangon,Electronic accessories,Normal,Credit card,1,7,548.1630,26.1030,548.1630000000000000,9.0000000000000000
2019-02-04,2019,1,2,Monday   ,A,Yangon,Fashion accessories,Normal,Ewallet,1,4,204.2460,9.7260,204.2460000000000000,7.6000000000000000
2019-02-04,2019,1,2,Monday   ,A,Yangon,Sports and travel,Normal,Ewallet,1,5,226.0650,10.7650,226.0650000000000000,7.7000000000000000
2019-02-04,2019,1,2,Monday   ,B,Mandalay,Fashion accessories,Member,Cash,1,2,151.2840,7.2040,151.2840000000000000,9.5000000000000000
2019-02-04,2019,1,2,Monday   ,B,Mandalay,Food and beverages,Member,Ewallet,1,4,98.0280,4.6680,98.0280000000000000,7.4000000000000000
2019-02-04,2019,1,2,Monday   ,B,Mandalay,Food and beverages,Normal,Credit card,1,1,71.1585,3.3885,71.1585000000000000,6.5000000000000000
2019-02-04,2019,1,2,Monday   ,B,Mandalay,Home and lifestyle,Member,Ewallet,1,9,734.0760,34.9560,734.0760000000000000,9.8000000000000000
2019-02-04,2019,1,2,Monday   ,C,Naypyitaw,Health and beauty,Normal,Ewallet,1,9,130.8825,6.2325,130.8825000000000000,6.0000000000000000
2019-02-04,2019,1,2,Monday   ,C,Naypyitaw,Home and lifestyle,Member,Ewallet,1,1,14.6790,0.6990,14.6790000000000000,9.8000000000000000
2019-02-05,2019,1,2,Tuesday  ,A,Yangon,Electronic accessories,Member,Cash,1,2,43.8690,2.0890,43.8690000000000000,9.8000000000000000
2019-02-05,2019,1,2,Tuesday  ,A,Yangon,Fashion accessories,Member,Credit card,1,1,32.1510,1.5310,32.1510000000000000,4.1000000000000000
2019-02-05,2019,1,2,Tuesday  ,A,Yangon,Food and beverages,Member,Ewallet,1,1,92.2950,4.3950,92.2950000000000000,6.7000000000000000
2019-02-05,2019,1,2,Tuesday  ,A,Yangon,Home and lifestyle,Member,Ewallet,1,6,163.2330,7.7730,163.2330000000000000,8.7000000000000000
2019-02-05,2019,1,2,Tuesday  ,A,Yangon,Sports and travel,Member,Ewallet,1,3,236.8800,11.2800,236.8800000000000000,4.8000000000000000
2019-02-05,2019,1,2,Tuesday  ,B,Mandalay,Food and beverages,Member,Credit card,1,9,404.6490,19.2690,404.6490000000000000,8.9000000000000000
2019-02-05,2019,1,2,Tuesday  ,B,Mandalay,Health and beauty,Normal,Cash,1,9,550.3680,26.2080,550.3680000000000000,9.7000000000000000
2019-02-05,2019,1,2,Tuesday  ,B,Mandalay,Sports and travel,Member,Ewallet,1,2,34.6290,1.6490,34.6290000000000000,4.6000000000000000
2019-02-05,2019,1,2,Tuesday  ,C,Naypyitaw,Fashion accessories,Member,Ewallet,1,2,145.5930,6.9330,145.5930000000000000,9.7000000000000000
2019-02-05,2019,1,2,Tuesday  ,C,Naypyitaw,Food and beverages,Member,Cash,1,6,297.8010,14.1810,297.8010000000000000,8.8000000000000000
2019-02-05,2019,1,2,Tuesday  ,C,Naypyitaw,Health and beauty,Member,Cash,1,10,720.3000,34.3000,720.3000000000000000,9.1000000000000000
2019-02-05,2019,1,2,Tuesday  ,C,Naypyitaw,Health and beauty,Member,Credit card,1,3,309.3615,14.7315,309.3615000000000000,7.8000000000000000
2019-02-06,2019,1,2,Wednesday,A,Yangon,Health and beauty,Normal,Credit card,1,5,187.3200,8.9200,187.3200000000000000,6.6000000000000000
2019-02-06,2019,1,2,Wednesday,A,Yangon,Home and lifestyle,Member,Credit card,1,6,235.8720,11.2320,235.8720000000000000,5.9000000000000000
2019-02-06,2019,1,2,Wednesday,B,Mandalay,Electronic accessories,Member,Credit card,1,6,317.8350,15.1350,317.8350000000000000,8.9000000000000000
2019-02-06,2019,1,2,Wednesday,B,Mandalay,Electronic accessories,Normal,Ewallet,1,10,240.9750,11.4750,240.9750000000000000,8.2000000000000000
2019-02-06,2019,1,2,Wednesday,B,Mandalay,Fashion accessories,Member,Ewallet,1,4,60.8160,2.8960,60.8160000000000000,4.5000000000000000
2019-02-06,2019,1,2,Wednesday,B,Mandalay,Food and beverages,Member,Ewallet,1,9,189.0945,9.0045,189.0945000000000000,4.1000000000000000
2019-02-06,2019,1,2,Wednesday,B,Mandalay,Health and beauty,Member,Ewallet,1,10,271.9500,12.9500,271.9500000000000000,8.7000000000000000
2019-02-06,2019,1,2,Wednesday,C,Naypyitaw,Fashion accessories,Member,Ewallet,1,4,407.3160,19.3960,407.3160000000000000,9.4000000000000000
2019-02-06,2019,1,2,Wednesday,C,Naypyitaw,Food and beverages,Member,Ewallet,1,4,417.5640,19.8840,417.5640000000000000,7.5000000000000000
2019-02-06,2019,1,2,Wednesday,C,Naypyitaw,Food and beverages,Normal,Credit card,1,1,55.0410,2.6210,55.0410000000000000,6.3000000000000000
2019-02-06,2019,1,2,Wednesday,C,Naypyitaw,Health and beauty,Member,Cash,1,8,239.4000,11.4000,239.4000000000000000,6.6000000000000000
2019-02-06,2019,1,2,Wednesday,C,Naypyitaw,Health and beauty,Normal,Credit card,1,1,94.2375,4.4875,94.2375000000000000,6.6000000000000000
2019-02-06,2019,1,2,Wednesday,C,Naypyitaw,Home and lifestyle,Member,Ewallet,1,5,188.0025,8.9525,188.0025000000000000,7.9000000000000000
2019-02-07,2019,1,2,Thursday ,A,Yangon,Electronic accessories,Normal,Credit card,1,1,30.4080,1.4480,30.4080000000000000,6.2000000000000000
2019-02-07,2019,1,2,Thursday ,A,Yangon,Food and beverages,Normal,Ewallet,1,10,453.4950,21.5950,453.4950000000000000,8.2000000000000000
2019-02-07,2019,1,2,Thursday ,A,Yangon,Health and beauty,Normal,Ewallet,1,8,752.6400,35.8400,752.6400000000000000,6.6000000000000000
2019-02-07,2019,1,2,Thursday ,A,Yangon,Home and lifestyle,Normal,Cash,1,8,782.2080,37.2480,782.2080000000000000,6.8000000000000000
2019-02-07,2019,1,2,Thursday ,A,Yangon,Sports and travel,Member,Cash,1,1,47.8590,2.2790,47.8590000000000000,9.8000000000000000
2019-02-07,2019,1,2,Thursday ,B,Mandalay,Electronic accessories,Normal,Cash,3,24,1609.9650,76.6650,536.6550000000000000,7.1333333333333333
2019-02-07,2019,1,2,Thursday ,B,Mandalay,Fashion accessories,Normal,Ewallet,1,5,334.4775,15.9275,334.4775000000000000,8.5000000000000000
2019-02-07,2019,1,2,Thursday ,B,Mandalay,Food and beverages,Member,Credit card,1,10,570.7800,27.1800,570.7800000000000000,6.1000000000000000
2019-02-07,2019,1,2,Thursday ,B,Mandalay,Home and lifestyle,Normal,Cash,1,9,208.0890,9.9090,208.0890000000000000,6.8000000000000000
2019-02-07,2019,1,2,Thursday ,C,Naypyitaw,Electronic accessories,Member,Credit card,1,4,276.9480,13.1880,276.9480000000000000,6.9000000000000000
2019-02-07,2019,1,2,Thursday ,C,Naypyitaw,Electronic accessories,Normal,Credit card,1,8,343.2240,16.3440,343.2240000000000000,6.5000000000000000
2019-02-07,2019,1,2,Thursday ,C,Naypyitaw,Fashion accessories,Member,Ewallet,1,6,273.7980,13.0380,273.7980000000000000,8.5000000000000000
2019-02-07,2019,1,2,Thursday ,C,Naypyitaw,Fashion accessories,Normal,Cash,1,2,180.8730,8.6130,180.8730000000000000,8.2000000000000000
2019-02-07,2019,1,2,Thursday ,C,Naypyitaw,Fashion accessories,Normal,Ewallet,1,8,507.4440,24.1640,507.4440000000000000,9.6000000000000000
2019-02-07,2019,1,2,Thursday ,C,Naypyitaw,Food and beverages,Normal,Ewallet,1,6,103.8240,4.9440,103.8240000000000000,9.9000000000000000
2019-02-07,2019,1,2,Thursday ,C,Naypyitaw,Health and beauty,Normal,Ewallet,1,10,618.9750,29.4750,618.9750000000000000,8.1000000000000000
2019-02-07,2019,1,2,Thursday ,C,Naypyitaw,Home and lifestyle,Normal,Ewallet,1,7,122.5245,5.8345,122.5245000000000000,7.4000000000000000
2019-02-07,2019,1,2,Thursday ,C,Naypyitaw,Sports and travel,Member,Cash,1,1,10.6785,0.5085,10.6785000000000000,5.9000000000000000
2019-02-08,2019,1,2,Friday   ,A,Yangon,Fashion accessories,Member,Ewallet,1,1,20.6850,0.9850,20.6850000000000000,9.5000000000000000
2019-02-08,2019,1,2,Friday   ,A,Yangon,Fashion accessories,Normal,Credit card,1,10,1039.2900,49.4900,1039.2900000000000000,8.7000000000000000
2019-02-08,2019,1,2,Friday   ,A,Yangon,Sports and travel,Normal,Ewallet,1,7,634.3785,30.2085,634.3785000000000000,5.3000000000000000
2019-02-08,2019,1,2,Friday   ,B,Mandalay,Fashion accessories,Normal,Cash,1,1,35.1960,1.6760,35.1960000000000000,6.7000000000000000
2019-02-08,2019,1,2,Friday   ,B,Mandalay,Home and lifestyle,Member,Cash,1,4,195.1740,9.2940,195.1740000000000000,7.0000000000000000
2019-02-08,2019,1,2,Friday   ,B,Mandalay,Home and lifestyle,Normal,Cash,2,10,236.4810,11.2610,118.2405000000000000,7.8000000000000000
2019-02-08,2019,1,2,Friday   ,B,Mandalay,Sports and travel,Member,Cash,1,6,435.4560,20.7360,435.4560000000000000,5.6000000000000000
2019-02-08,2019,1,2,Friday   ,B,Mandalay,Sports and travel,Normal,Ewallet,1,9,853.1460,40.6260,853.1460000000000000,7.2000000000000000
2019-02-08,2019,1,2,Friday   ,C,Naypyitaw,Fashion accessories,Member,Credit card,1,10,1020.7050,48.6050,1020.7050000000000000,8.7000000000000000
2019-02-08,2019,1,2,Friday   ,C,Naypyitaw,Health and beauty,Member,Credit card,1,7,273.0525,13.0025,273.0525000000000000,7.7000000000000000
2019-02-08,2019,1,2,Friday   ,C,Naypyitaw,Sports and travel,Member,Credit card,1,5,341.0925,16.2425,341.0925000000000000,6.5000000000000000
2019-02-09,2019,1,2,Saturday ,A,Yangon,Food and beverages,Member,Cash,1,1,33.4320,1.5920,33.4320000000000000,7.7000000000000000
2019-02-09,2019,1,2,Saturday ,A,Yangon,Food and beverages,Member,Ewallet,1,9,331.1280,15.7680,331.1280000000000000,4.6000000000000000
2019-02-09,2019,1,2,Saturday ,A,Yangon,Sports and travel,Member,Cash,1,10,233.5200,11.1200,233.5200000000000000,4.2000000000000000
2019-02-09,2019,1,2,Saturday ,B,Mandalay,Electronic accessories,Member,Cash,1,3,256.4100,12.2100,256.4100000000000000,4.8000000000000000
2019-02-09,2019,1,2,Saturday ,B,Mandalay,Fashion accessories,Normal,Ewallet,1,3,180.4005,8.5905,180.4005000000000000,6.5000000000000000
2019-02-09,2019,1,2,Saturday ,B,Mandalay,Home and lifestyle,Member,Cash,1,6,415.2330,19.7730,415.2330000000000000,5.7000000000000000
2019-02-09,2019,1,2,Saturday ,B,Mandalay,Home and lifestyle,Normal,Ewallet,1,4,193.0740,9.1940,193.0740000000000000,5.1000000000000000
2019-02-09,2019,1,2,Saturday ,C,Naypyitaw,Electronic accessories,Normal,Cash,1,6,78.4350,3.7350,78.4350000000000000,4.1000000000000000
2019-02-09,2019,1,2,Saturday ,C,Naypyitaw,Fashion accessories,Normal,Cash,1,7,472.3110,22.4910,472.3110000000000000,5.7000000000000000
2019-02-09,2019,1,2,Saturday ,C,Naypyitaw,Food and beverages,Member,Cash,1,3,66.4020,3.1620,66.4020000000000000,7.3000000000000000
2019-02-09,2019,1,2,Saturday ,C,Naypyitaw,Food and beverages,Normal,Ewallet,1,1,22.6590,1.0790,22.6590000000000000,7.2000000000000000
2019-02-09,2019,1,2,Saturday ,C,Naypyitaw,Health and beauty,Normal,Credit card,1,10,888.4050,42.3050,888.4050000000000000,8.8000000000000000
2019-02-09,2019,1,2,Saturday ,C,Naypyitaw,Home and lifestyle,Member,Credit card,1,6,100.4850,4.7850,100.4850000000000000,5.1000000000000000
2019-02-10,2019,1,2,Sunday   ,A,Yangon,Fashion accessories,Member,Ewallet,2,17,710.7975,33.8475,355.3987500000000000,7.2000000000000000
2019-02-10,2019,1,2,Sunday   ,A,Yangon,Food and beverages,Member,Cash,1,5,234.0975,11.1475,234.0975000000000000,8.5000000000000000
2019-02-10,2019,1,2,Sunday   ,A,Yangon,Home and lifestyle,Normal,Ewallet,1,1,77.7735,3.7035,77.7735000000000000,9.9000000000000000
2019-02-10,2019,1,2,Sunday   ,B,Mandalay,Electronic accessories,Member,Credit card,2,9,270.7425,12.8925,135.3712500000000000,7.9500000000000000
2019-02-10,2019,1,2,Sunday   ,B,Mandalay,Home and lifestyle,Member,Ewallet,1,7,271.2885,12.9185,271.2885000000000000,6.7000000000000000
2019-02-10,2019,1,2,Sunday   ,B,Mandalay,Sports and travel,Normal,Cash,1,4,146.3280,6.9680,146.3280000000000000,7.4000000000000000
2019-02-10,2019,1,2,Sunday   ,C,Naypyitaw,Electronic accessories,Member,Cash,1,10,820.3650,39.0650,820.3650000000000000,4.4000000000000000
2019-02-10,2019,1,2,Sunday   ,C,Naypyitaw,Fashion accessories,Member,Cash,1,7,539.3430,25.6830,539.3430000000000000,9.5000000000000000
2019-02-10,2019,1,2,Sunday   ,C,Naypyitaw,Health and beauty,Normal,Ewallet,1,2,70.2870,3.3470,70.2870000000000000,6.7000000000000000
2019-02-11,2019,1,2,Monday   ,A,Yangon,Home and lifestyle,Normal,Cash,1,3,252.2520,12.0120,252.2520000000000000,5.4000000000000000
2019-02-11,2019,1,2,Monday   ,A,Yangon,Sports and travel,Normal,Ewallet,1,4,397.9920,18.9520,397.9920000000000000,7.8000000000000000
2019-02-11,2019,1,2,Monday   ,B,Mandalay,Food and beverages,Member,Credit card,1,10,810.6000,38.6000,810.6000000000000000,5.6000000000000000
2019-02-11,2019,1,2,Monday   ,B,Mandalay,Health and beauty,Normal,Cash,1,9,794.6505,37.8405,794.6505000000000000,8.0000000000000000
2019-02-11,2019,1,2,Monday   ,B,Mandalay,Home and lifestyle,Normal,Credit card,1,3,242.6760,11.5560,242.6760000000000000,7.2000000000000000
2019-02-11,2019,1,2,Monday   ,C,Naypyitaw,Fashion accessories,Normal,Cash,1,10,652.2600,31.0600,652.2600000000000000,5.9000000000000000
2019-02-11,2019,1,2,Monday   ,C,Naypyitaw,Food and beverages,Normal,Credit card,1,10,936.6000,44.6000,936.6000000000000000,4.4000000000000000
2019-02-11,2019,1,2,Monday   ,C,Naypyitaw,Home and lifestyle,Member,Ewallet,1,5,455.1225,21.6725,455.1225000000000000,9.4000000000000000
2019-02-12,2019,1,2,Tuesday  ,A,Yangon,Electronic accessories,Normal,Ewallet,1,5,246.4875,11.7375,246.4875000000000000,7.1000000000000000
2019-02-12,2019,1,2,Tuesday  ,A,Yangon,Health and beauty,Normal,Ewallet,1,6,160.2090,7.6290,160.2090000000000000,7.0000000000000000
2019-02-12,2019,1,2,Tuesday  ,A,Yangon,Sports and travel,Member,Ewallet,1,2,150.4230,7.1630,150.4230000000000000,8.8000000000000000
2019-02-12,2019,1,2,Tuesday  ,B,Mandalay,Electronic accessories,Member,Cash,1,1,41.4540,1.9740,41.4540000000000000,6.5000000000000000
2019-02-12,2019,1,2,Tuesday  ,B,Mandalay,Fashion accessories,Normal,Ewallet,1,8,796.9080,37.9480,796.9080000000000000,8.7000000000000000
2019-02-12,2019,1,2,Tuesday  ,B,Mandalay,Home and lifestyle,Member,Cash,1,10,633.9900,30.1900,633.9900000000000000,6.0000000000000000
2019-02-12,2019,1,2,Tuesday  ,C,Naypyitaw,Fashion accessories,Member,Cash,1,1,54.9675,2.6175,54.9675000000000000,4.0000000000000000
2019-02-12,2019,1,2,Tuesday  ,C,Naypyitaw,Food and beverages,Member,Credit card,1,10,914.5500,43.5500,914.5500000000000000,9.9000000000000000
2019-02-13,2019,1,2,Wednesday,A,Yangon,Electronic accessories,Member,Ewallet,2,5,216.1110,10.2910,108.0555000000000000,6.8500000000000000
2019-02-13,2019,1,2,Wednesday,B,Mandalay,Fashion accessories,Member,Cash,1,5,155.1900,7.3900,155.1900000000000000,6.9000000000000000
2019-02-13,2019,1,2,Wednesday,B,Mandalay,Sports and travel,Member,Credit card,1,4,84.7560,4.0360,84.7560000000000000,5.0000000000000000
2019-02-13,2019,1,2,Wednesday,B,Mandalay,Sports and travel,Normal,Cash,1,6,86.2470,4.1070,86.2470000000000000,6.3000000000000000
2019-02-13,2019,1,2,Wednesday,C,Naypyitaw,Fashion accessories,Member,Credit card,1,2,195.2580,9.2980,195.2580000000000000,8.0000000000000000
2019-02-13,2019,1,2,Wednesday,C,Naypyitaw,Fashion accessories,Normal,Credit card,1,7,165.4485,7.8785,165.4485000000000000,4.8000000000000000
2019-02-13,2019,1,2,Wednesday,C,Naypyitaw,Food and beverages,Member,Credit card,1,2,31.2270,1.4870,31.2270000000000000,8.9000000000000000
2019-02-14,2019,1,2,Thursday ,A,Yangon,Electronic accessories,Normal,Credit card,1,8,836.3040,39.8240,836.3040000000000000,5.2000000000000000
2019-02-14,2019,1,2,Thursday ,A,Yangon,Health and beauty,Member,Ewallet,1,1,95.8650,4.5650,95.8650000000000000,9.2000000000000000
2019-02-14,2019,1,2,Thursday ,A,Yangon,Sports and travel,Normal,Cash,1,3,140.6475,6.6975,140.6475000000000000,6.2000000000000000
2019-02-14,2019,1,2,Thursday ,B,Mandalay,Health and beauty,Member,Cash,1,4,318.1080,15.1480,318.1080000000000000,7.6000000000000000
2019-02-14,2019,1,2,Thursday ,B,Mandalay,Sports and travel,Member,Credit card,1,7,441.5880,21.0280,441.5880000000000000,4.5000000000000000
2019-02-14,2019,1,2,Thursday ,C,Naypyitaw,Food and beverages,Member,Cash,1,2,208.6770,9.9370,208.6770000000000000,5.2000000000000000
2019-02-14,2019,1,2,Thursday ,C,Naypyitaw,Food and beverages,Member,Credit card,1,10,290.4300,13.8300,290.4300000000000000,8.9000000000000000
2019-02-14,2019,1,2,Thursday ,C,Naypyitaw,Health and beauty,Normal,Ewallet,1,2,122.4720,5.8320,122.4720000000000000,6.0000000000000000
2019-02-15,2019,1,2,Friday   ,A,Yangon,Fashion accessories,Normal,Cash,1,3,163.6110,7.7910,163.6110000000000000,7.9000000000000000
2019-02-15,2019,1,2,Friday   ,A,Yangon,Food and beverages,Normal,Cash,1,3,211.3650,10.0650,211.3650000000000000,7.5000000000000000
2019-02-15,2019,1,2,Friday   ,A,Yangon,Food and beverages,Normal,Credit card,1,3,164.4300,7.8300,164.4300000000000000,9.5000000000000000
2019-02-15,2019,1,2,Friday   ,A,Yangon,Health and beauty,Normal,Ewallet,1,6,96.1380,4.5780,96.1380000000000000,9.8000000000000000
2019-02-15,2019,1,2,Friday   ,A,Yangon,Home and lifestyle,Normal,Credit card,1,8,587.6640,27.9840,587.6640000000000000,6.4000000000000000
2019-02-15,2019,1,2,Friday   ,B,Mandalay,Electronic accessories,Normal,Credit card,1,9,833.9625,39.7125,833.9625000000000000,7.6000000000000000
2019-02-15,2019,1,2,Friday   ,B,Mandalay,Fashion accessories,Normal,Cash,1,7,535.3740,25.4940,535.3740000000000000,8.4000000000000000
2019-02-15,2019,1,2,Friday   ,B,Mandalay,Food and beverages,Member,Credit card,1,9,731.4300,34.8300,731.4300000000000000,4.5000000000000000
2019-02-15,2019,1,2,Friday   ,B,Mandalay,Health and beauty,Member,Cash,1,7,565.2150,26.9150,565.2150000000000000,7.7000000000000000
2019-02-15,2019,1,2,Friday   ,B,Mandalay,Health and beauty,Normal,Cash,1,6,362.8170,17.2770,362.8170000000000000,5.1000000000000000
2019-02-15,2019,1,2,Friday   ,B,Mandalay,Home and lifestyle,Member,Credit card,1,5,93.2925,4.4425,93.2925000000000000,5.4000000000000000
2019-02-15,2019,1,2,Friday   ,B,Mandalay,Sports and travel,Member,Credit card,1,1,92.7255,4.4155,92.7255000000000000,5.2000000000000000
2019-02-15,2019,1,2,Friday   ,C,Naypyitaw,Electronic accessories,Member,Cash,1,1,103.7820,4.9420,103.7820000000000000,8.4000000000000000
2019-02-15,2019,1,2,Friday   ,C,Naypyitaw,Electronic accessories,Normal,Cash,1,10,344.4000,16.4000,344.4000000000000000,6.2000000000000000
2019-02-15,2019,1,2,Friday   ,C,Naypyitaw,Fashion accessories,Member,Cash,1,3,253.5120,12.0720,253.5120000000000000,8.1000000000000000
2019-02-15,2019,1,2,Friday   ,C,Naypyitaw,Fashion accessories,Member,Credit card,1,10,1042.6500,49.6500,1042.6500000000000000,6.6000000000000000
2019-02-15,2019,1,2,Friday   ,C,Naypyitaw,Health and beauty,Member,Credit card,1,4,287.9100,13.7100,287.9100000000000000,9.2000000000000000
2019-02-15,2019,1,2,Friday   ,C,Naypyitaw,Health and beauty,Normal,Credit card,1,8,282.5760,13.4560,282.5760000000000000,9.3000000000000000
2019-02-15,2019,1,2,Friday   ,C,Naypyitaw,Sports and travel,Member,Credit card,1,3,77.9310,3.7110,77.9310000000000000,10.0000000000000000
2019-02-16,2019,1,2,Saturday ,A,Yangon,Food and beverages,Member,Credit card,1,7,182.4270,8.6870,182.4270000000000000,7.1000000000000000
2019-02-16,2019,1,2,Saturday ,B,Mandalay,Fashion accessories,Member,Cash,1,1,95.9175,4.5675,95.9175000000000000,6.8000000000000000
2019-02-16,2019,1,2,Saturday ,B,Mandalay,Fashion accessories,Member,Credit card,1,4,252.7560,12.0360,252.7560000000000000,9.4000000000000000
2019-02-16,2019,1,2,Saturday ,B,Mandalay,Fashion accessories,Normal,Cash,1,9,345.0195,16.4295,345.0195000000000000,4.2000000000000000
2019-02-16,2019,1,2,Saturday ,B,Mandalay,Sports and travel,Normal,Cash,1,10,545.0550,25.9550,545.0550000000000000,8.2000000000000000
2019-02-16,2019,1,2,Saturday ,C,Naypyitaw,Electronic accessories,Member,Ewallet,1,5,63.2625,3.0125,63.2625000000000000,5.5000000000000000
2019-02-16,2019,1,2,Saturday ,C,Naypyitaw,Fashion accessories,Member,Ewallet,1,7,718.7565,34.2265,718.7565000000000000,4.9000000000000000
2019-02-16,2019,1,2,Saturday ,C,Naypyitaw,Health and beauty,Member,Ewallet,1,6,300.5730,14.3130,300.5730000000000000,4.4000000000000000
2019-02-17,2019,1,2,Sunday   ,A,Yangon,Electronic accessories,Normal,Ewallet,1,5,181.4400,8.6400,181.4400000000000000,9.9000000000000000
2019-02-17,2019,1,2,Sunday   ,A,Yangon,Fashion accessories,Normal,Credit card,1,3,142.9470,6.8070,142.9470000000000000,7.2000000000000000
2019-02-17,2019,1,2,Sunday   ,A,Yangon,Food and beverages,Member,Credit card,1,8,680.0640,32.3840,680.0640000000000000,7.4000000000000000
2019-02-17,2019,1,2,Sunday   ,A,Yangon,Food and beverages,Normal,Credit card,1,3,103.6350,4.9350,103.6350000000000000,9.1000000000000000
2019-02-17,2019,1,2,Sunday   ,A,Yangon,Health and beauty,Member,Cash,1,3,290.0835,13.8135,290.0835000000000000,4.2000000000000000
2019-02-17,2019,1,2,Sunday   ,A,Yangon,Home and lifestyle,Member,Cash,1,8,745.8360,35.5160,745.8360000000000000,4.1000000000000000
2019-02-17,2019,1,2,Sunday   ,A,Yangon,Sports and travel,Normal,Cash,1,9,926.9505,44.1405,926.9505000000000000,9.3000000000000000
2019-02-17,2019,1,2,Sunday   ,B,Mandalay,Electronic accessories,Member,Credit card,1,6,550.9350,26.2350,550.9350000000000000,8.8000000000000000
2019-02-17,2019,1,2,Sunday   ,B,Mandalay,Electronic accessories,Member,Ewallet,1,8,300.2160,14.2960,300.2160000000000000,4.9000000000000000
2019-02-17,2019,1,2,Sunday   ,C,Naypyitaw,Electronic accessories,Normal,Cash,1,5,62.0025,2.9525,62.0025000000000000,9.4000000000000000
2019-02-17,2019,1,2,Sunday   ,C,Naypyitaw,Food and beverages,Member,Credit card,1,5,374.7975,17.8475,374.7975000000000000,5.5000000000000000
2019-02-17,2019,1,2,Sunday   ,C,Naypyitaw,Sports and travel,Member,Ewallet,1,7,499.7265,23.7965,499.7265000000000000,5.7000000000000000
2019-02-17,2019,1,2,Sunday   ,C,Naypyitaw,Sports and travel,Normal,Ewallet,1,9,440.9370,20.9970,440.9370000000000000,5.3000000000000000
2019-02-18,2019,1,2,Monday   ,A,Yangon,Electronic accessories,Member,Cash,1,1,65.6040,3.1240,65.6040000000000000,4.7000000000000000
2019-02-18,2019,1,2,Monday   ,A,Yangon,Fashion accessories,Member,Cash,1,7,649.2990,30.9190,649.2990000000000000,6.6000000000000000
2019-02-18,2019,1,2,Monday   ,A,Yangon,Home and lifestyle,Member,Cash,1,6,216.8460,10.3260,216.8460000000000000,9.8000000000000000
2019-02-18,2019,1,2,Monday   ,B,Mandalay,Health and beauty,Normal,Ewallet,1,2,30.9960,1.4760,30.9960000000000000,4.3000000000000000
2019-02-18,2019,1,2,Monday   ,C,Naypyitaw,Electronic accessories,Member,Ewallet,1,1,63.9975,3.0475,63.9975000000000000,5.9000000000000000
2019-02-18,2019,1,2,Monday   ,C,Naypyitaw,Fashion accessories,Normal,Cash,1,3,284.1930,13.5330,284.1930000000000000,6.2000000000000000
2019-02-18,2019,1,2,Monday   ,C,Naypyitaw,Health and beauty,Member,Ewallet,1,4,185.0940,8.8140,185.0940000000000000,8.4000000000000000
2019-02-19,2019,1,2,Tuesday  ,A,Yangon,Electronic accessories,Member,Credit card,1,9,657.5310,31.3110,657.5310000000000000,7.8000000000000000
2019-02-19,2019,1,2,Tuesday  ,A,Yangon,Fashion accessories,Normal,Ewallet,1,2,206.8080,9.8480,206.8080000000000000,9.2000000000000000
2019-02-19,2019,1,2,Tuesday  ,A,Yangon,Food and beverages,Member,Cash,1,9,932.3370,44.3970,932.3370000000000000,8.4000000000000000
2019-02-19,2019,1,2,Tuesday  ,A,Yangon,Health and beauty,Normal,Credit card,1,5,266.6475,12.6975,266.6475000000000000,5.3000000000000000
